,id,Zone_Name,Region_Name,District_Name,Ward_Name,Establishment_Name,Postal_Address,Street,Year_Started,ISICLev4,ISICLev4_Description,CPC_Code,CPC_Description,Tel_No,Mobile_No,Ownership_Description,Size_Class_Description,Employment,Subsector,Manufacturing_Classification
2675,2676,Central zone,Dodoma,Dodoma Mjini,Viwandani,PEPSDIA TAIROLING,,,,1392,"Manufacture of made-up textile articles, except apparel",39217,Worn clothing and other worn textile articles,754043199,,Private,Micro,2,Manufacturing,Textile and Apparel
2676,2677,Central zone,Dodoma,Dodoma Mjini,Uhuru,PETER JOHN NGOWI,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",655005461,,Private,Small,5,Manufacturing,Metal and Metal Products
2677,2678,Central zone,Dodoma,Kongwa,Kongwa,PETER LILIO,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),786301848,786301848,Private,Micro,2,Manufacturing,Agro-Processing
2678,2679,Central zone,Dodoma,Kongwa,Kongwa,PETER MATHAYO DAUD,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",756380061,,Private,Micro,2,Manufacturing,Metal and Metal Products
2679,2680,Central zone,Dodoma,Mpwapwa,Kibakwe,PETER MSAULILE MILLS MACHINE,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),683470465,683470465,Private,Micro,2,Manufacturing,Agro-Processing
2680,2681,Central zone,Dodoma,Kongwa,KONGWA MJINI,PHILIMON MWALAMBALO,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",713606013,713606013,Private,Small,5,Manufacturing,Textile and Apparel
2681,2682,Central zone,Dodoma,Kongwa,Kongwa,PHILIPO BAHTI MWALAMBALO,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",787606013,,Private,Micro,2,Manufacturing,Textile and Apparel
2682,2683,Central zone,Dodoma,Dodoma Mjini,Viwandani,PHILIPO PETER SOLO,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",713431177,,Private,Micro,2,Manufacturing,Metal and Metal Products
2683,2684,Central zone,Dodoma,Dodoma Mjini,Sabasaba,Philly & Sons Leather Products,,"Sabasaba, Dodoma",,1512,"Manufacture of luggage, handbags and the like, saddlery and harness",88219,Other textile manufacturing services n.e.c.,0756 256 768,,Private,Small,20,Manufacturing,Leather and Leather Products
2684,2685,Central zone,Dodoma,Kondoa,KONDOA MJINI,PLUTO JUMA KINDO,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",755036187,755036187,Private,Small,5,Manufacturing,Textile and Apparel
2685,2686,Central zone,Dodoma,Kondoa,Bolisa,POLISI  WOMEN GROUP,,,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,784619645,,Private,Small,10,Manufacturing,Agro-Processing
2686,2687,Central zone,Dodoma,Kongwa,Kongwa,POSHO MILSS,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),784508646,784508646,Private,Micro,2,Manufacturing,Agro-Processing
2687,2688,Central zone,Dodoma,Dodoma Mjini,Msalato,Poultry Feed Industry,,Msalato,,1080,Manufacture of prepared animal feeds,23319,Preparations used in animal feeding n.e.c., 0754 430 257 ,,Private,Small,20,Manufacturing,Fish and Marine Products
2688,2689,Central zone,Dodoma,Dodoma Mjini,BR. YA SABA,QUEENS TAILORING  GROUP,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",44543801,44543801,Private,Small,5,Manufacturing,Textile and Apparel
2689,2690,Central zone,Dodoma,Dodoma Mjini,Kizota,RABICK CLEANING AND GENERAL SUPLIES,,,,3830,Materials recovery,36210,Reclaimed rubber,0754 432874,0754 432874,Private,Micro,2,"Water supply, sewage, waste management and remediation activities","Water Supply,Sewerage and Waste Management"
2690,2691,Central zone,Dodoma,Dodoma Mjini,Kizota,RABICK CLEANING AND GENERAL SUPPLIES,,,,3830,Materials recovery,36210,Reclaimed rubber,754432874,,Private,Small,5,"Water supply, sewage, waste management and remediation activities","Water Supply,Sewerage and Waste Management"
2691,2692,Central zone,Dodoma,Kongwa,Kibaigwa,RABISON MUNIS,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),752083909,752083909,Private,Micro,2,Manufacturing,Agro-Processing
2692,2693,Central zone,Dodoma,Kongwa,KIBAIGWA,RAHIM MILLING MACHINE,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
2693,2694,Central zone,Dodoma,Kondoa,Kondoa Mjini,RAMADHANI MOHAMEDNDEE,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),789985381,,Private,Micro,2,Manufacturing,Agro-Processing
2694,2695,Central zone,Dodoma,Dodoma Mjini,Chang'ombe,RAMSON FURNITURE,,,,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",764293819,764293819,Private,Small,5,Manufacturing,Wood and Woods Products
2695,2696,Central zone,Dodoma,Mpwapwa,Mpwapwa Mjini,RASHID  SEIF,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),682968365,,Private,Micro,2,Manufacturing,Agro-Processing
2696,2697,Central zone,Dodoma,Dodoma Mjini,Majengo,RASHID RAJAB MOHAMED(MNYAMWEZI),,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",719657156,,Private,Micro,2,Manufacturing,Metal and Metal Products
2697,2698,Central zone,Dodoma,Dodoma Mjini,Chang'ombe,RAYA HUSSEIN ISSA,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",762212840,,Private,Micro,2,Manufacturing,Textile and Apparel
2698,2699,Central zone,Dodoma,Kondoa,Kondoa Mjini,RAZAKI MWIGWA,,,,2750,Manufacture of domestic appliances,88757,Domestic appliance manufacturing services,784708465,,Private,Small,5,Manufacturing,Electrics and Electronic Appliances
2699,2700,Central zone,Dodoma,Dodoma Mjini,Viwandani,REHANI SAID[UMASE],,,,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",714286322,,Private,Micro,2,Manufacturing,Wood and Woods Products
2700,2701,Central zone,Dodoma,Dodoma Mjini,Chang'ombe,REHEMA ALLY HAMISI,,,,1392,"Manufacture of made-up textile articles, except apparel",39217,Worn clothing and other worn textile articles,,,Private,Micro,2,Manufacturing,Textile and Apparel
2701,2702,Central zone,Dodoma,Dodoma Mjini,Chang'ombe,REHEMA ISSA,,,,1392,"Manufacture of made-up textile articles, except apparel",39217,Worn clothing and other worn textile articles,789032930,,Private,Micro,2,Manufacturing,Textile and Apparel
2702,2703,Central zone,Dodoma,Dodoma Mjini,"Kizota, Dodoma",Rehema Marusu Enterprises,,"Kizota, Dodoma",,1102,Manufacture of wines,24212,"Wine of fresh grapes, except sparkling wine; grape must", 0784 978 408,,Private,Small,20,Manufacturing,Agro-Processing
2703,2704,Central zone,Dodoma,Dodoma Mjini,Viwandani,REMI GARAGE AND SPARE PARTS,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",0714 772233,,Private,Small,10,Manufacturing,Metal and Metal Products
2704,2705,Central zone,Dodoma,Mpwapwa,Berege,REUBEN  YOHANA MLELWA,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),712247307,,Private,Micro,2,Manufacturing,Agro-Processing
2705,2706,Central zone,Dodoma,Mpwapwa,Luhundwa,RICHARD ELENEY  MAPONDA,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),783598118,,Private,Micro,2,Manufacturing,Agro-Processing
2706,2707,Central zone,Dodoma,Kongwa,Kibaigwa,RICHARD SHAYO,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",713403726,,Private,Small,5,Manufacturing,Metal and Metal Products
2707,2708,Central zone,Dodoma,Dodoma Mjini,Uhuru,RICHRICHIE TAIROLING MART,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",758133088,,Private,Micro,2,Manufacturing,Textile and Apparel
2708,2709,Central zone,Dodoma,Dodoma Mjini,Zuzu,RICKSON ABDUL(POWER SUPER SEMBE),,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),712906300,,Private,Micro,2,Manufacturing,Agro-Processing
2709,2710,Central zone,Dodoma,Dodoma Mjini,Kizota,RIG INVESTMENT(RIGHT SUNFLOWER COOKING OIL),,,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,754483864,754483864,Private,Small,5,Manufacturing,Agro-Processing
2710,2711,Central zone,Dodoma,Dodoma Mjini,Miyuji,RINGO CONSOLIDATED CO LTD,,,,1071,Manufacture of bakery products,23410,"Crispbread; rusks, toasted bread and similar toasted products",782014906,,Private,Small,5,Manufacturing,Agro-Processing
2711,2712,Central zone,Dodoma,Mpwapwa,Godegode,ROBERT  MAHEWA MILLING MACHINE,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),655880500,,Private,Micro,2,Manufacturing,Agro-Processing
2712,2713,Central zone,Dodoma,Dodoma Mjini,Majengo,ROBERT JOHN,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",756494430,,Private,Micro,2,Manufacturing,Metal and Metal Products
2713,2714,Central zone,Dodoma,Dodoma Mjini,Kiwanja cha Ndege,ROFLA INVESTIMENT CO LTD,,,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,656671033,,Private,Small,5,Manufacturing,Agro-Processing
2714,2715,Central zone,Dodoma,Dodoma Mjini,BR. YA NANE,ROGJER  TAILOR,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",,,Private,Small,5,Manufacturing,Textile and Apparel
2715,2716,Central zone,Dodoma,Dodoma Mjini,MOWAPWA RD,ROMAN  CATHOLIC  SANZA PARISH,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Small,5,Manufacturing,Agro-Processing
2716,2717,Central zone,Dodoma,Chamwino,Buigiri,ROWDENI.R.AMANYISYE,,,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,764526960,,Private,Micro,2,Manufacturing,Agro-Processing
2717,2718,Central zone,Dodoma,Dodoma Mjini,Uhuru,RUKIA SALEHE,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",753738322,,Private,Micro,2,Manufacturing,Textile and Apparel
2718,2719,Central zone,Dodoma,Dodoma Mjini,MWANZA AVENUE,RUVUMA  TAILORING  MART,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",,,Private,Small,10,Manufacturing,Textile and Apparel
2719,2720,Central zone,Dodoma,Mpwapwa,MLALI ROAD,S.R. KARIM,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Small,10,Manufacturing,Agro-Processing
2720,2721,Central zone,Dodoma,Dodoma Mjini,2RD STR.,SABA SABA BAKERY,,,,1071,Manufacture of bakery products,23410,"Crispbread; rusks, toasted bread and similar toasted products",,,Private,Small,5,Manufacturing,Agro-Processing
2721,2722,Central zone,Dodoma,Kondoa,Kondoa,Safari Kiyombo,,Kondoa,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,6581881091,,Private,Small,20,Manufacturing,Agro-Processing
2722,2723,Central zone,Dodoma,Mpwapwa,Chipogoro,SAID  TWALIB  MSUYA,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",767418030,,Private,Micro,2,Manufacturing,Textile and Apparel
2723,2724,Central zone,Dodoma,Dodoma Mjini,Viwandani,SAID ELECTRICAL,,,,3314,Repair of electrical equipment,87152,Maintenance and repair services of electrical machinery and apparatus n.e.c.,0655 817043,,Private,Micro,2,Manufacturing,Electrics and Electronic Appliances
2724,2725,Central zone,Dodoma,Dodoma Mjini,Uhuru,SAID ISSAH MBWAMBO,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",757656466,,Private,Micro,2,Manufacturing,Metal and Metal Products
2725,2726,Central zone,Dodoma,Mpwapwa,Luhundwa,SAID JACKOB  CHISIMILO,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),784380475,,Private,Micro,2,Manufacturing,Agro-Processing
2726,2727,Central zone,Dodoma,Kondoa,Chemchem,SAID KHAMIS MAYANJA TAIROLING,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",655045304,655045304,Private,Micro,2,Manufacturing,Textile and Apparel
2727,2728,Central zone,Dodoma,Dodoma Mjini,Miyuji,SAID MBUMA,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",759312273,,Private,Micro,2,Manufacturing,Metal and Metal Products
2728,2729,Central zone,Dodoma,Dodoma Mjini,MIYUJI,SAID MMBUMA,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",754275185,754275185,Private,Small,5,Manufacturing,Metal and Metal Products
2729,2730,Central zone,Dodoma,Chamwino,Buigiri,SAID MOSHI KAISI(KS MOSHI GENERAL TRADER),,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",686560526,,Private,Micro,2,Manufacturing,Metal and Metal Products
2730,2731,Central zone,Dodoma,Kondoa,Chemchem,SAID MWINYI,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",784681672,,Private,Micro,2,Manufacturing,Metal and Metal Products
2731,2732,Central zone,Dodoma,Kondoa,Chemchem,SAID MWINYI DADU,,,,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",784681672,784681672,Private,Micro,2,Manufacturing,Wood and Woods Products
2732,2733,Central zone,Dodoma,Kongwa,Hogoro,SAID SALEHE,,,,1030,Processing and preserving of fruit and vegetables,88130,Fruit and vegetables processing services,783992743,,Private,Micro,2,Manufacturing,Agro-Processing
2733,2734,Central zone,Dodoma,Dodoma Mjini,Majengo,SAID WELDING ALUMINIUM WORKS,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",763196217,,Private,Micro,2,Manufacturing,Metal and Metal Products
2734,2735,Central zone,Dodoma,Kondoa,,Saidi Alli Mpore,,Kondoa,,1040,Manufacture of vegetable and animal oils and fats,21525,"Fats and oils and their fractions, of fish, other than liver oils",655644381,,Private,Micro,2,Manufacturing,Agro-Processing
2735,2736,Central zone,Dodoma,Chamwino,Haneti,SAIDI RAMADHANI[MZEE MUHINDI],,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),788592441,,Private,Micro,2,Manufacturing,Agro-Processing
2736,2737,Central zone,Dodoma,Mpwapwa,Mpwapwa Mjini,SAIMON ABEL MACHINE,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),784341156,784341156,Private,Small,5,Manufacturing,Agro-Processing
2737,2738,Central zone,Dodoma,Mpwapwa,Mpwapwa Mjini,SAIMON IVESTMENT MILLIG MACHINE,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),787970072,,Private,Micro,2,Manufacturing,Agro-Processing
2738,2739,Central zone,Dodoma,Kongwa,KIBAIGWA,SALA CHITEMO,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",,,Private,Micro,2,Manufacturing,Textile and Apparel
2739,2740,Central zone,Dodoma,Mpwapwa,Mazae,SALAMA  JULIUS  NCHYASI,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),717322897,,Private,Micro,2,Manufacturing,Agro-Processing
2740,2741,Central zone,Dodoma,Mpwapwa,Kibakwe,SALAO MILLS MACHINE(MOREN),,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),657354318,657354318,Private,Micro,2,Manufacturing,Agro-Processing
2741,2742,Central zone,Dodoma,Chamwino,MAKANG'WA,SALATIEL DAUDI,,,,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",717245284,717245284,Private,Small,5,Manufacturing,Wood and Woods Products
2742,2743,Central zone,Dodoma,Kongwa,Kibaigwa,SALEH ISSACK,,,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,682663666,682663666,Private,Small,5,Manufacturing,Agro-Processing
2743,2744,Central zone,Dodoma,Dodoma Mjini,OYSTERBAY ROAD,SALEHE HUSEN SALEHE   BAKERY,,,,1071,Manufacture of bakery products,23410,"Crispbread; rusks, toasted bread and similar toasted products",262304398,262304398,Private,Small,5,Manufacturing,Agro-Processing
2744,2745,Central zone,Dodoma,Kondoa,Bereko,SALEHE MOHAMED SAID,,,,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",689449283,,Private,Micro,2,Manufacturing,Wood and Woods Products
2745,2746,Central zone,Dodoma,Kondoa,Chemchem,SALIMA RAMADHANI,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",715487333,,Private,Micro,2,Manufacturing,Textile and Apparel
